Tiro aperto,"GENERALE
(si applica a tutte le manovre statiche non comprese nelle altre colonne)",INFLUENZA E INTERAZIONE,DISATTIVARE TRAPPOLE E SCASSINARE SERRATURE,LETTURA RUNE ED USO DI OGGETTI MAGICI,PERCEZIONE E SEGUIRE TRACCE
122,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
123,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
124,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
125,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
126,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
127,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
128,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
129,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
130,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
131,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
132,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
133,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
134,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
135,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
136,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
137,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
138,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
139,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
140,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
141,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
142,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
143,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
144,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
145,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
146,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
147,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
148,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
149,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
150,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
151,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
152,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
153,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
154,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
155,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
156,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
157,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
158,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
159,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
160,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
161,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
162,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
163,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
164,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
165,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
166,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
167,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
168,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
169,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
170,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
171,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
172,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
173,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
174,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
175,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
176,"SUCCESSO COMPLETO: l'azione statica ha successo. Beneficiate, inoltre, di un bonus di +20 per tutte le manovre statiche che tentate nei prossimi 10 Minuti (60 round).","SUCCESSO COMPLETO: l'azione ha successo e beneficiate di un bonus di +50 ai tentativi di influenzare l'uditorio, fin quando non fate qualcosa che faccia venir meno la fiducia di chi vi ha ascoltato.","SUCCESSO COMPLETO: in futuro potete scassinare (o disattivare) la stessa serratura (o trappola), o altre identiche, in modo automatico, in un solo round. Per le serrature (o trappole) simili beneficiate di un bonus di +10.",SUCCESSO COMPLETO: come sopra con la differenza che imparate TUTTI gli incantesimi e le abilità magiche dell'oggetto o della Carta Runica.,"SUCCESSO COMPLETO: raccogliete tutte le informazioni utili che è possibile attingerenella zona,anche se non inerenti allo scopo del Tiro Percezione."
